usn,name,department,semester,attendance,internal_marks,assignment_score,quiz_score,lab_marks,semester_marks,study_hours
1RV21ECE4087,Darshan Mishra,ECE,4,36.84,20.01,24.23,24.24,15.55,51.12,3.71
1RV21ECE4088,Chetan Raju,ECE,4,70.67,35.43,16.69,16.48,24.52,109.87,5.51
1RV21ECE4089,Mohan Chauhan,ECE,4,50.34,18.15,22.02,9.74,16.8,69.31,1.64
1RV21ECE4090,Swathi Mehra,ECE,4,66.85,40.08,38.21,17.19,36.07,85.82,3.64
1RV21ECE4091,Deepika Swamy,ECE,4,68.87,27.94,28.45,34.98,27.36,107.26,4.25
1RV21ECE4092,Chandana Bansal,ECE,4,99.5,45.58,17.38,5.65,34.67,149.34,1.73
1RV21ECE4093,Ashwin Menon,ECE,4,78.68,22.22,37.8,15.29,27.97,117.08,3.03
1RV21ECE4094,Anjali Shetty,ECE,4,62.25,24.61,27.16,5.0,45.45,84.17,4.66
1RV21ECE4095,Rahul Reddy,ECE,4,61.65,30.19,27.25,21.89,37.76,84.66,4.07
1RV21ECE4096,Neha Aggarwal,ECE,4,55.54,25.56,42.71,5.0,33.45,91.03,0.49
1RV21ECE4097,Srinivas Bhat,ECE,4,96.49,31.64,39.55,17.32,33.3,125.11,6.54
1RV21ECE4098,Neha Naik,ECE,4,59.91,27.59,16.55,31.21,27.76,75.64,2.68
1RV21ECE4099,Tanmay Joshi,ECE,4,95.75,28.94,34.58,35.63,21.03,122.73,3.41
1RV21ECE4100,Jyothi Deshpande,ECE,4,62.27,28.09,25.35,36.66,50.0,94.75,3.29
1RV21ME1001,Kiran Deshpande,ME,1,65.33,33.45,27.41,44.35,19.08,126.86,3.59
1RV21ME1002,Sagar Raju,ME,1,99.5,42.58,23.7,5.0,38.71,184.48,0.85
1RV21ME1003,Ramesh Menon,ME,1,87.27,35.3,31.01,9.65,26.6,132.34,2.54
1RV21ME1004,Tanmay Shastri,ME,1,84.37,45.91,35.36,18.57,19.11,156.68,3.14
1RV21ME1005,Ramesh Kamath,ME,1,33.4,24.76,22.81,5.69,28.61,66.75,1.62
1RV21ME1006,Sagar Aggarwal,ME,1,97.54,49.31,21.56,19.97,32.02,141.73,2.63
1RV21ME1007,Darshan Iyer,ME,1,93.22,32.84,23.53,31.12,29.21,135.52,2.04
1RV21ME1008,Aditya Dubey,ME,1,94.33,44.91,28.59,38.63,36.28,131.41,3.1
1RV21ME1009,Deepak Reddy,ME,1,99.5,43.69,22.79,22.51,32.19,133.2,4.37
1RV21ME1010,Amit Menon,ME,1,67.25,30.1,40.88,40.17,40.62,125.82,2.79
1RV21ME1011,Uday Sharma,ME,1,16.11,17.61,39.24,5.0,12.52,42.15,1.96
1RV21ME1012,Yashwanth Gupta,ME,1,51.13,22.0,35.61,30.78,16.08,73.56,0.98
1RV21ME1013,Ramesh Singh,ME,1,86.08,41.57,35.13,44.87,25.14,147.18,1.84
1RV21ME1014,Divya Patil,ME,1,76.81,31.06,31.4,27.97,33.54,111.45,1.86
1RV21ME1015,Srinivas Dubey,ME,1,74.94,21.26,16.72,19.09,43.75,96.98,6.26
1RV21ME1016,Ashwin Shetty,ME,1,58.08,29.26,33.11,25.6,25.4,94.93,0.2
1RV21ME1017,Riya Yadav,ME,1,63.3,29.58,36.07,38.73,33.99,103.58,4.02
1RV21ME1018,Keerthana Kapoor,ME,1,60.65,26.43,40.79,33.93,35.17,90.43,4.57
1RV21ME1019,Arjun Hegde,ME,1,83.9,42.6,49.21,34.02,34.81,138.83,4.38
1RV21ME1020,Riya Mehra,ME,1,48.03,16.76,45.46,14.53,35.81,42.84,1.95
1RV21ME1021,Abhishek Verma,ME,1,86.21,27.37,32.67,31.45,20.03,97.26,2.99
1RV21ME1022,Rashmita Rao,ME,1,58.63,30.25,14.94,20.25,33.52,90.86,4.87
1RV21ME1023,Darshan Bhat,ME,1,44.83,13.14,25.54,13.18,34.04,40.64,2.64
1RV21ME1024,Srinivas Rao,ME,1,64.34,32.47,41.99,23.79,28.62,104.75,3.0
1RV21ME1025,Kiran Chauhan,ME,1,75.67,31.65,34.8,24.3,45.71,121.84,3.58
1RV21ME1026,Vinay Swamy,ME,1,97.7,47.58,35.26,20.72,40.84,128.87,3.72
1RV21ME1027,Chandana Shastri,ME,1,69.77,32.62,19.34,25.12,50.0,139.78,2.08
1RV21ME1028,Varun Desai,ME,1,63.96,29.78,23.25,42.83,25.99,143.57,5.16
1RV21ME1029,Varun Reddy,ME,1,64.35,24.61,33.51,30.55,35.44,90.61,7.1
1RV21ME1030,Rahul Pillai,ME,1,53.38,26.21,42.45,28.11,40.69,57.82,3.38
1RV21ME1031,Harish Patil,ME,1,57.96,34.21,31.22,28.07,16.69,88.49,5.77
1RV21ME1032,Vishal Naik,ME,1,70.82,31.96,41.72,29.06,22.52,111.18,3.92
1RV21ME1033,Pavan Yadav,ME,1,70.16,28.3,23.13,25.32,30.68,145.72,5.72
1RV21ME1034,Siddharth Sharma,ME,1,62.19,34.63,5.46,15.38,20.99,119.2,4.05
1RV21ME1035,Manoj Bhat,ME,1,38.31,13.79,22.21,34.0,21.95,45.87,2.95
1RV21ME1036,Santhosh Kapoor,ME,1,67.62,33.02,30.84,20.4,13.93,108.02,0.2
1RV21ME1037,Chetan Yadav,ME,1,31.3,8.31,22.7,42.14,26.15,55.15,3.53
1RV21ME1038,Bhavya Acharya,ME,1,47.14,19.87,38.31,25.4,29.06,70.3,1.08
1RV21ME1039,Aarav Bansal,ME,1,27.54,18.54,24.18,16.96,41.1,49.3,3.68
1RV21ME1040,Sneha Malhotra,ME,1,44.46,33.68,32.65,19.23,18.15,87.48,6.13
1RV21ME1041,Yashwanth Iyer,ME,1,40.49,28.66,39.88,5.0,36.13,101.8,3.59
1RV21ME1042,Rohan Bhat,ME,1,70.44,27.67,14.76,34.28,45.46,88.35,1.18
1RV21ME1043,Sanjana Gupta,ME,1,99.5,39.87,40.34,29.94,26.5,129.81,8.68
1RV21ME1044,Akash Joshi,ME,1,70.45,36.98,19.54,13.07,30.43,115.83,1.54
1RV21ME1045,Yogesh Kapoor,ME,1,79.41,41.93,28.87,21.26,46.18,129.54,5.63
1RV21ME1046,Prasad Pillai,ME,1,47.13,24.24,27.23,43.26,27.45,69.71,1.71
1RV21ME1047,Hari Sharma,ME,1,93.15,36.34,32.06,25.74,38.88,132.58,4.94
1RV21ME1048,Ramesh Tiwari,ME,1,67.53,23.4,29.34,43.93,33.88,129.45,4.67
1RV21ME1049,Santhosh Swamy,ME,1,60.34,33.59,18.55,46.52,39.71,70.69,3.92
1RV21ME1050,Sneha Singh,ME,1,96.72,42.61,37.44,41.23,34.85,168.96,3.83
1RV21ME1051,Arjun Saxena,ME,1,80.99,21.93,33.06,20.02,7.58,108.71,5.16
1RV21ME1052,Ramesh Singh,ME,1,37.36,29.81,22.99,13.34,19.56,78.12,1.82
1RV21ME1053,Ananya Patil,ME,1,84.02,33.49,40.85,16.23,30.66,122.14,3.7
1RV21ME1054,Pramod Shastri,ME,1,61.96,36.95,35.04,18.43,27.26,116.13,4.05
1RV21ME1055,Arvind Gupta,ME,1,90.05,30.58,21.18,18.5,20.73,128.73,2.89
1RV21ME1056,Arjun Tiwari,ME,1,61.98,20.75,27.56,28.35,30.89,84.09,1.15
1RV21ME1057,Kavya Kapoor,ME,1,83.92,41.46,21.95,36.94,25.81,136.65,3.85
1RV21ME1058,Aditya Patel,ME,1,72.34,26.11,22.92,21.01,23.1,89.43,2.37
1RV21ME1059,Suresh Hegde,ME,1,42.63,23.47,22.23,50.0,16.9,80.08,4.31
1RV21ME1060,Srinivas Patil,ME,1,79.03,31.17,32.1,34.38,48.73,122.77,1.89
1RV21ME1061,Kiran Tiwari,ME,1,54.2,22.81,6.37,13.64,23.01,77.73,4.54
1RV21ME1062,Siddharth Mishra,ME,1,85.82,37.14,29.84,28.34,36.42,127.88,2.57
1RV21ME1063,Akshata Murthy,ME,1,71.36,35.66,38.47,26.34,31.99,125.79,4.62
1RV21ME1064,Kavya Saxena,ME,1,78.43,39.29,24.07,34.24,29.07,133.4,4.74
1RV21ME1065,Ganesh Nair,ME,1,55.08,32.72,29.9,29.07,40.9,80.98,6.18
1RV21ME1066,Abhishek Joshi,ME,1,71.76,29.94,34.84,16.83,32.35,106.54,4.29
1RV21ME1067,Sagar Aggarwal,ME,1,96.71,32.51,34.12,29.45,44.24,120.8,4.13
1RV21ME1068,Keerthana Acharya,ME,1,85.29,23.49,12.92,27.12,32.77,100.91,2.72
1RV21ME1069,Santhosh Kamath,ME,1,72.17,27.08,45.83,33.44,42.26,86.47,7.18
1RV21ME1070,Shreya Rao,ME,1,60.19,30.36,11.72,22.0,26.4,83.16,5.91
1RV21ME1071,Rakesh Menon,ME,1,46.77,23.43,24.78,36.58,25.12,62.56,2.08
1RV21ME1072,Anand Saxena,ME,1,68.49,28.56,23.49,36.53,23.94,109.25,4.76
1RV21ME1073,Bharath Murthy,ME,1,27.91,10.68,20.11,36.89,32.51,52.8,1.93
1RV21ME1074,Vinay Kumar,ME,1,74.04,24.75,32.02,15.96,34.52,81.14,5.26
1RV21ME1075,Swathi Bhat,ME,1,59.16,30.25,30.46,42.76,27.64,110.81,4.69
1RV21ME1076,Ananya Bhat,ME,1,48.96,26.58,26.97,29.77,31.09,95.59,4.63
1RV21ME1077,Akshata Desai,ME,1,56.64,37.26,25.75,18.95,21.27,67.67,6.51
1RV21ME1078,Sharath Desai,ME,1,67.68,35.74,29.45,35.44,15.86,109.49,4.54
1RV21ME1079,Vinay Sharma,ME,1,45.57,24.21,29.4,20.76,24.84,92.22,3.49
1RV21ME1080,Ramesh Saxena,ME,1,46.45,25.52,12.59,24.9,20.14,92.29,1.99
1RV21ME1081,Kavya Shastri,ME,1,71.71,22.89,31.75,38.64,21.86,93.59,2.67
1RV21ME1082,Vivek Mishra,ME,1,63.34,33.38,11.39,20.87,37.93,108.78,1.82
1RV21ME1083,Santhosh Patel,ME,1,66.1,31.29,33.98,5.0,42.64,142.71,2.27
1RV21ME1084,Yogesh Bansal,ME,1,91.45,33.67,24.54,7.31,44.88,145.86,4.19
1RV21ME1085,Kiran Naik,ME,1,44.91,36.22,23.53,19.81,36.39,129.19,4.98
1RV21ME1086,Yogesh Mishra,ME,1,99.5,45.77,30.12,36.22,25.3,164.64,4.94
1RV21ME1087,Sagar Gowda,ME,1,50.51,26.3,37.87,27.68,37.56,84.89,4.44
1RV21ME1088,Ashwin Verma,ME,1,67.35,30.32,19.08,33.15,26.51,119.92,2.37
1RV21ME1089,Kiran Shetty,ME,1,32.25,9.68,18.92,20.21,27.12,37.66,4.5
1RV21ME1090,Priya Prasad,ME,1,68.49,27.4,24.39,20.21,40.27,89.2,3.61
1RV21ME1091,Siddharth Rao,ME,1,58.75,39.59,14.06,31.63,28.2,112.19,1.01
1RV21ME1092,Nikhil Raju,ME,1,45.42,22.97,50.0,25.72,20.1,91.28,2.89
1RV21ME1093,Tejas Naik,ME,1,32.02,27.19,30.31,49.2,28.12,104.45,2.46
1RV21ME1094,Lakshmi Mishra,ME,1,99.5,33.2,37.96,34.64,35.96,136.7,1.37
1RV21ME1095,Rashmita Raju,ME,1,54.18,27.35,17.87,26.53,42.42,107.46,3.5
1RV21ME1096,Anand Pillai,ME,1,49.39,23.58,29.89,45.45,43.25,75.18,6.15
1RV21ME1097,Mohan Tiwari,ME,1,89.79,41.57,30.18,50.0,40.61,168.46,4.1
1RV21ME1098,Rohan Bansal,ME,1,58.25,31.43,33.93,16.31,28.06,130.32,4.93
1RV21ME1099,Harish Hegde,ME,1,56.92,28.29,24.31,5.0,20.48,97.47,5.94
1RV21ME1100,Ramesh Naik,ME,1,75.97,29.61,34.45,28.01,30.28,118.4,0.46
1RV21ME2001,Bhavya Menon,ME,2,78.66,31.36,31.37,27.26,46.61,119.46,3.22
1RV21ME2002,Meera Shetty,ME,2,61.79,27.33,26.04,6.83,28.7,89.45,5.77
1RV21ME2003,Basavaraj Yadav,ME,2,85.45,33.5,22.46,30.5,36.26,133.45,6.11
1RV21ME2004,Vivek Murthy,ME,2,70.6,31.69,35.86,22.14,23.91,109.54,3.12
1RV21ME2005,Lakshmi Raju,ME,2,59.83,34.63,33.61,26.46,5.0,101.84,4.15
1RV21ME2006,Meera Bansal,ME,2,58.59,22.69,41.61,7.88,43.18,88.61,2.55
1RV21ME2007,Nikhil Acharya,ME,2,95.88,38.33,30.72,27.85,38.36,132.6,0.54
1RV21ME2008,Pavan Saxena,ME,2,65.84,28.77,27.43,45.39,32.02,111.88,4.43
1RV21ME2009,Bharath Singh,ME,2,63.12,26.65,23.09,33.54,33.53,106.44,7.47
1RV21ME2010,Yashwanth Swamy,ME,2,78.16,32.99,20.09,24.22,42.73,121.07,1.32
1RV21ME2011,Ashwin Kamath,ME,2,68.05,25.49,28.02,16.98,30.82,103.62,8.17
1RV21ME2012,Sanjana Bansal,ME,2,39.96,25.06,20.29,33.29,41.6,97.13,4.33
1RV21ME2013,Kavya Patil,ME,2,61.03,24.88,30.24,31.63,15.82,77.82,4.7
1RV21ME2014,Ananya Shastri,ME,2,62.2,26.96,20.47,25.54,23.36,103.3,4.72
1RV21ME2015,Venkat Kapoor,ME,2,42.42,23.57,26.61,46.0,50.0,98.97,2.62
1RV21ME2016,Darshan Shastri,ME,2,74.87,22.43,28.46,28.32,13.38,97.59,3.15
1RV21ME2017,Abhishek Shastri,ME,2,87.49,28.59,40.85,20.0,38.31,136.47,3.41
1RV21ME2018,Hari Kamath,ME,2,89.19,31.42,38.64,32.36,32.13,114.82,3.7
1RV21ME2019,Kavya Sharma,ME,2,90.32,38.18,27.21,14.36,49.08,121.52,5.21
1RV21ME2020,Mohan Patel,ME,2,64.61,23.56,18.68,24.4,31.37,105.91,2.66
1RV21ME2021,Tejas Shetty,ME,2,74.98,38.28,28.27,50.0,28.14,110.91,0.76
1RV21ME2022,Amit Murthy,ME,2,70.07,39.29,21.73,27.14,32.38,135.8,1.16
1RV21ME2023,Arjun Hegde,ME,2,66.51,35.88,25.78,19.35,12.25,96.55,3.65
1RV21ME2024,Divya Murthy,ME,2,65.49,22.54,36.96,37.81,23.66,97.27,5.25
1RV21ME2025,Bharath Desai,ME,2,60.0,20.4,8.58,22.25,17.44,71.23,3.56
1RV21ME2026,Divya Naik,ME,2,24.84,7.88,15.93,23.59,34.14,37.39,0.2
1RV21ME2027,Akash Patel,ME,2,79.53,33.98,24.49,27.26,31.39,107.25,2.21
1RV21ME2028,Chetan Shetty,ME,2,75.82,34.26,34.75,35.44,37.77,113.76,3.49
1RV21ME2029,Tejas Yadav,ME,2,70.61,32.64,35.92,43.93,28.86,146.94,1.38
1RV21ME2030,Basavaraj Naik,ME,2,82.47,37.31,24.56,24.13,38.45,128.8,5.12
1RV21ME2031,Vinay Singh,ME,2,39.87,21.2,31.86,29.31,30.01,71.52,0.2
1RV21ME2032,Meera Yadav,ME,2,40.12,19.32,28.83,5.0,14.02,72.19,0.2
1RV21ME2033,Kiran Deshpande,ME,2,54.36,21.71,25.19,17.83,27.35,93.22,2.33
1RV21ME2034,Pramod Patil,ME,2,82.67,46.98,25.86,27.3,29.34,161.01,2.17
1RV21ME2035,Vikram Reddy,ME,2,37.28,11.82,26.15,43.76,33.43,39.81,1.56
1RV21ME2036,Kiran Chauhan,ME,2,49.14,19.89,32.35,50.0,28.04,77.32,3.2
1RV21ME2037,Jyothi Kumar,ME,2,98.44,38.6,25.81,19.79,15.31,145.65,3.95
1RV21ME2038,Kiran Naik,ME,2,51.08,23.38,20.7,29.07,34.71,65.02,3.21
1RV21ME2039,Pavan Kumar,ME,2,91.55,45.75,24.26,42.6,12.51,144.21,4.46
1RV21ME2040,Neha Verma,ME,2,85.98,33.77,22.67,31.39,44.62,122.64,2.84
1RV21ME2041,Chetan Reddy,ME,2,91.36,49.64,42.96,16.23,31.29,172.47,0.2
1RV21ME2042,Riya Kulkarni,ME,2,74.02,39.43,22.39,7.43,30.81,124.96,4.61
1RV21ME2043,Uday Bansal,ME,2,84.0,37.57,42.93,17.3,27.95,110.96,4.52
1RV21ME2044,Chetan Gupta,ME,2,19.73,13.4,33.89,31.05,32.04,43.55,0.2
1RV21ME2045,Neha Kapoor,ME,2,42.9,29.7,41.57,22.89,33.22,92.2,0.2
1RV21ME2046,Bharath Acharya,ME,2,59.83,28.37,11.29,32.23,28.11,89.29,1.44
1RV21ME2047,Pooja Prasad,ME,2,99.5,41.5,21.59,45.53,28.17,159.79,3.07
1RV21ME2048,Venkat Hegde,ME,2,58.29,26.19,9.55,28.36,27.9,86.79,5.42
1RV21ME2049,Riya Bhat,ME,2,97.75,40.03,10.39,29.81,15.96,146.44,0.2
1RV21ME2050,Akshata Hegde,ME,2,99.5,42.76,22.93,24.82,13.68,150.71,2.94
1RV21ME2051,Nikhil Mishra,ME,2,65.73,24.0,37.77,5.0,31.02,97.07,2.03
1RV21ME2052,Kiran Iyer,ME,2,80.47,34.45,19.05,18.16,28.72,120.91,2.38
1RV21ME2053,Shiva Prasad,ME,2,81.75,37.66,34.14,5.69,49.81,143.05,2.63
1RV21ME2054,Uday Kulkarni,ME,2,94.12,32.51,33.1,33.03,26.28,131.81,2.38
1RV21ME2055,Vivek Menon,ME,2,64.26,20.72,15.99,5.0,43.23,116.41,0.4
1RV21ME2056,Amit Naik,ME,2,84.13,31.26,37.93,32.17,28.48,106.43,3.34
1RV21ME2057,Chetan Hegde,ME,2,54.5,20.71,36.26,28.73,16.3,82.75,6.01
1RV21ME2058,Abhishek Rao,ME,2,60.22,29.16,9.29,21.83,24.15,93.25,2.09
1RV21ME2059,Riya Joshi,ME,2,87.12,39.94,23.17,15.54,41.62,141.97,2.21
1RV21ME2060,Meera Saxena,ME,2,61.3,30.35,39.45,19.79,22.43,98.29,3.14
1RV21ME2061,Priya Malhotra,ME,2,81.84,44.72,41.65,28.73,13.97,139.32,1.33
1RV21ME2062,Vinay Malhotra,ME,2,69.65,27.98,11.79,40.08,40.58,136.03,2.68
1RV21ME2063,Varun Bansal,ME,2,67.34,28.99,20.79,30.11,41.42,110.16,3.06
1RV21ME2064,Rajesh Kumar,ME,2,61.33,30.14,31.62,18.39,50.0,123.57,7.86
1RV21ME2065,Aarav Singh,ME,2,53.64,38.55,11.65,24.66,24.72,102.59,1.04
1RV21ME2066,Ramesh Iyer,ME,2,54.37,19.39,21.6,20.84,17.73,82.34,3.64
1RV21ME2067,Suresh Patel,ME,2,76.18,29.38,37.43,37.41,23.92,104.88,3.25
1RV21ME2068,Shiva Desai,ME,2,48.28,22.32,43.45,33.29,38.5,101.8,2.58
1RV21ME2069,Suresh Malhotra,ME,2,75.67,40.59,27.28,42.46,21.31,114.76,1.1
1RV21ME2070,Rakesh Bansal,ME,2,57.31,31.79,44.92,19.16,44.49,76.95,6.7
1RV21ME2071,Bhavya Gowda,ME,2,65.05,36.1,24.88,16.71,28.14,123.92,6.13
1RV21ME2072,Suresh Gupta,ME,2,50.2,23.17,33.49,34.73,29.18,108.48,2.56
1RV21ME2073,Riya Nair,ME,2,29.75,14.38,13.62,16.44,36.88,61.46,2.18
1RV21ME2074,Harish Bansal,ME,2,61.23,28.96,30.83,19.39,43.68,113.12,6.46
1RV21ME2075,Santhosh Mehra,ME,2,37.36,12.53,23.83,27.83,40.79,55.55,4.02
1RV21ME2076,Abhishek Kapoor,ME,2,76.19,32.49,25.72,22.42,5.91,114.7,2.19
1RV21ME2077,Yogesh Raju,ME,2,64.76,24.99,46.83,25.3,22.77,95.67,0.2
1RV21ME2078,Ishita Patel,ME,2,87.86,35.07,25.79,20.53,44.51,141.85,1.39
1RV21ME2079,Sneha Singh,ME,2,78.74,32.34,44.43,33.4,20.11,113.09,6.74
1RV21ME2080,Bharath Chauhan,ME,2,33.48,20.68,26.77,10.28,30.19,60.24,1.51
1RV21ME2081,Riya Prasad,ME,2,80.29,34.44,29.59,25.84,20.09,132.48,0.25
1RV21ME2082,Sagar Bansal,ME,2,99.5,47.14,31.87,39.43,48.1,163.77,0.2
1RV21ME2083,Nikhil Gowda,ME,2,61.18,29.79,27.05,29.83,24.5,103.55,5.11
1RV21ME2084,Bhavya Malhotra,ME,2,64.74,35.67,13.08,23.85,40.01,117.09,3.62
1RV21ME2085,Tejas Prasad,ME,2,71.29,35.96,42.1,20.56,31.11,118.11,1.07
1RV21ME2086,Mohan Patil,ME,2,74.06,26.81,39.89,22.13,37.41,136.57,3.62
1RV21ME2087,Varun Prasad,ME,2,62.64,30.12,24.8,27.23,24.82,104.05,4.98
1RV21ME2088,Mahesh Desai,ME,2,83.42,36.1,38.92,23.45,39.07,140.58,6.49
1RV21ME2089,Pooja Swamy,ME,2,56.65,20.46,39.58,41.04,48.65,83.05,3.28
1RV21ME2090,Venkat Kumar,ME,2,59.1,30.87,36.78,25.64,31.99,85.85,0.2
1RV21ME2091,Harish Joshi,ME,2,46.88,26.02,33.87,10.43,23.06,109.9,5.07
1RV21ME2092,Ajay Kulkarni,ME,2,52.83,26.7,32.04,33.34,30.69,66.48,3.5
1RV21ME2093,Nandini Patil,ME,2,60.43,22.21,45.17,24.35,23.18,92.65,0.47
1RV21ME2094,Bhavya Aggarwal,ME,2,70.84,34.92,38.79,27.06,45.36,151.02,0.2
1RV21ME2095,Bhavya Shastri,ME,2,77.47,42.02,34.72,11.1,24.31,137.38,5.9
1RV21ME2096,Mahesh Gupta,ME,2,66.81,33.8,35.96,25.93,35.81,116.4,3.77
1RV21ME2097,Anjali Rao,ME,2,80.24,29.66,13.67,24.33,36.32,113.14,2.93
1RV21ME2098,Bharath Patil,ME,2,71.03,29.27,36.46,25.05,38.22,96.69,4.28
1RV21ME2099,Rahul Nair,ME,2,74.01,32.4,28.77,19.41,10.62,121.94,4.43
1RV21ME2100,Mohan Menon,ME,2,75.19,30.84,33.2,18.87,18.09,114.81,2.56
1RV21ME3001,Jyothi Menon,ME,3,66.88,20.42,23.16,22.04,28.06,104.58,4.23
1RV21ME3002,Yogesh Joshi,ME,3,72.7,45.69,35.7,42.14,18.95,144.72,5.33
1RV21ME3003,Meera Gowda,ME,3,92.65,34.45,25.4,38.83,30.77,110.01,4.04
1RV21ME3004,Ashwin Mehra,ME,3,76.17,28.64,8.53,28.25,12.62,94.11,2.88
1RV21ME3005,Jyothi Swamy,ME,3,61.49,24.34,18.43,31.93,8.03,84.07,3.78
1RV21ME3006,Prasad Kulkarni,ME,3,56.89,21.22,50.0,50.0,38.99,90.68,6.57
1RV21ME3007,Murali Malhotra,ME,3,99.5,28.17,37.44,42.81,18.32,137.39,2.34
1RV21ME3008,Varun Sharma,ME,3,76.82,34.14,34.92,19.57,12.52,122.55,1.58
1RV21ME3009,Sagar Desai,ME,3,63.59,31.25,25.71,13.53,31.31,108.69,3.54
1RV21ME3010,Suresh Bhat,ME,3,73.35,34.95,25.5,30.98,17.51,118.08,6.85
1RV21ME3011,Santhosh Joshi,ME,3,85.56,34.99,21.42,20.52,42.19,137.03,0.76
1RV21ME3012,Arvind Aggarwal,ME,3,58.74,20.71,50.0,25.88,29.07,65.72,5.8
1RV21ME3013,Prasad Nair,ME,3,67.87,29.82,17.93,8.51,41.04,96.94,3.03
1RV21ME3014,Rajesh Bansal,ME,3,39.42,8.3,23.21,28.6,37.0,30.0,1.9
1RV21ME3015,Akash Hegde,ME,3,39.01,21.88,23.81,29.51,19.56,73.48,0.3
1RV21ME3016,Nikhil Pillai,ME,3,76.82,18.86,18.84,30.79,36.64,76.29,6.98
1RV21ME3017,Akash Bansal,ME,3,72.03,33.3,19.14,32.41,24.41,101.78,3.34
1RV21ME3018,Vivek Bansal,ME,3,57.81,30.02,34.77,28.4,30.95,115.71,0.2
1RV21ME3019,Aditya Singh,ME,3,69.89,24.76,41.54,21.4,30.33,93.47,4.08
1RV21ME3020,Chandana Rao,ME,3,45.05,22.79,39.93,15.99,26.25,83.6,4.88
1RV21ME3021,Mahesh Singh,ME,3,95.38,41.55,25.43,22.95,31.9,138.1,2.88
1RV21ME3022,Ashwin Hegde,ME,3,89.77,40.7,29.05,28.58,38.78,131.81,4.68
1RV21ME3023,Ajay Joshi,ME,3,15.0,11.19,32.99,50.0,29.29,41.24,2.65
1RV21ME3024,Ananya Kumar,ME,3,83.54,31.26,25.18,12.39,27.68,112.97,2.57
1RV21ME3025,Sachin Aggarwal,ME,3,75.24,26.27,46.69,41.88,18.98,72.04,4.56
1RV21ME3026,Sneha Sharma,ME,3,40.2,29.78,7.9,28.08,25.01,97.46,5.07
1RV21ME3027,Manoj Gowda,ME,3,83.2,38.26,28.18,20.92,27.92,137.46,3.68
1RV21ME3028,Murali Shastri,ME,3,50.39,6.63,32.15,14.44,22.36,70.76,6.8
1RV21ME3029,Bhavya Murthy,ME,3,48.57,25.44,16.95,24.14,33.85,70.7,1.85
1RV21ME3030,Uday Gupta,ME,3,58.31,24.13,21.99,50.0,30.52,106.31,3.75
1RV21ME3031,Vikram Joshi,ME,3,84.4,36.57,40.67,9.03,33.16,116.41,5.68
1RV21ME3032,Ashwin Singh,ME,3,97.29,40.1,35.92,26.9,25.51,139.79,2.56
1RV21ME3033,Arjun Shastri,ME,3,47.55,28.37,26.96,23.32,39.5,63.41,5.19
1RV21ME3034,Ananya Singh,ME,3,71.42,36.89,35.04,29.44,25.28,130.83,6.21
1RV21ME3035,Sagar Patel,ME,3,38.11,20.13,15.49,32.46,34.36,67.73,5.9
1RV21ME3036,Yogesh Nair,ME,3,78.03,31.42,28.97,35.24,18.21,127.22,1.89
1RV21ME3037,Ganesh Kapoor,ME,3,38.13,18.23,23.82,29.96,40.77,60.28,4.42
1RV21ME3038,Lakshmi Prasad,ME,3,66.64,25.23,24.22,34.37,43.63,67.62,2.24
1RV21ME3039,Jagadish Verma,ME,3,57.47,33.04,31.8,21.16,34.27,84.13,3.79
1RV21ME3040,Sneha Menon,ME,3,76.56,22.54,17.31,35.82,31.28,89.69,3.33
1RV21ME3041,Yashwanth Sharma,ME,3,68.67,23.88,15.48,21.99,36.98,95.36,5.8
1RV21ME3042,Tejas Verma,ME,3,64.42,32.55,31.46,28.35,29.59,100.16,4.65
1RV21ME3043,Akash Chauhan,ME,3,78.77,41.99,24.89,5.0,28.81,128.75,1.03
1RV21ME3044,Meera Chauhan,ME,3,85.19,36.03,23.66,17.79,25.4,102.06,1.68
1RV21ME3045,Naveen Shetty,ME,3,80.29,38.55,32.32,23.79,26.32,98.72,4.43
1RV21ME3046,Deepak Chauhan,ME,3,42.1,10.09,27.35,12.26,13.09,35.14,6.15
1RV21ME3047,Chandana Kamath,ME,3,44.1,29.52,9.91,36.74,31.35,74.82,4.13
1RV21ME3048,Sneha Hegde,ME,3,93.22,19.99,15.86,28.56,30.9,101.23,1.96
1RV21ME3049,Divya Mishra,ME,3,81.69,36.49,34.43,24.37,28.39,139.99,4.46
1RV21ME3050,Hari Desai,ME,3,74.35,47.58,26.59,27.98,20.31,175.37,1.54
1RV21ME3051,Tejas Mishra,ME,3,99.5,42.75,12.98,39.65,34.1,145.28,1.17
1RV21ME3052,Swathi Menon,ME,3,95.25,43.7,34.17,5.56,35.69,152.97,3.47
1RV21ME3053,Amit Singh,ME,3,60.43,18.83,31.66,31.28,21.69,91.63,4.28
1RV21ME3054,Jagadish Rao,ME,3,57.27,21.12,38.14,7.18,26.36,87.92,4.22
1RV21ME3055,Pooja Prasad,ME,3,69.45,25.33,24.85,35.46,40.39,95.94,2.9
1RV21ME3056,Prasad Tiwari,ME,3,47.36,24.97,30.39,11.55,32.41,80.74,3.91
1RV21ME3057,Yashwanth Murthy,ME,3,99.5,43.99,35.82,5.0,31.41,161.75,6.5
1RV21ME3058,Bharath Bhat,ME,3,72.6,30.36,35.22,32.54,35.6,134.86,5.3
